Burmese	English	Gender
ညိဳ	Nyo 	F
ညိဳေအာင္	Nyo Aung 	M
ညိဳေအး	Nyo Aye 	M
ညိဳႀကီး	Nyo Gyi 	M
ညိဳေလး	Nyo Lay 	M
ညိဳလံုး	Nyo Lone 	M
ညိဳေမာင္	Nyo Maung 	M
ညိဳမင္း	Nyo Min 	M
ညိဳျမ	Nyo Mya 	M
ညိဳျမင့္	Nyo Myint 	M
ညိဳညိဳ	Nyo Nyo 	F
ညိဳညိဳေအာင္	Nyo Nyo Aung 	F
ညိဳညိဳေအး	Nyo Nyo Aye 	F
ညိဳညိဳခင္	Nyo Nyo Khin 	F
ညိဳညိဳလြင္	Nyo Nyo Lwin 	F
ညိဳညိဳမာ	Nyo Nyo Mar 	F
ညိဳညိဳျမင့္	Nyo Nyo Myint 	F
ညိဳညိဳစန္း	Nyo Nyo San 	F
ညိဳညိဳစိန္	Nyo Nyo Sein 	F
ညိဳညိဳသန္း	Nyo Nyo Than 	F
ညိဳညိဳသိန္း	Nyo Nyo Thein 	F
ညိဳညိဳတင္	Nyo Nyo Tin 	F
ညိဳညိဳဝင္း	Nyo Nyo Win 	F
ညိဳဦး	Nyo Oo 	M
ညိဳတင္	Nyo Tin 	M
ညိဳထြန္း	Nyo Tun 	M
ညိဳဝင္း	Nyo Win 	M
ညိဳဝင္း	Nyo Win 	F
ၫြန္႔	Nyunt 	M
ၫြန္႔	Nyunt 	F
ၫြန္႔ေအာင္	Nyunt Aung 	M
ၫြန္႔ေအး	Nyunt Aye 	M
ၫြန္႔ေအး	Nyunt Aye 	F
ၫြန္႔ဟန္	Nyunt Han 	M
ၫြန္႔လွ	Nyunt Hla 	M
ၫြန္႔လႈိင္	Nyunt Hlaing 	M
ၫြန္႔လႈိင္	Nyunt Hlaing 	F
ၫြန္႔ေဌး	Nyunt Htay 	M
ၫြန္႔ေဌး	Nyunt Htay 	F
ၫြန္႔ခင္	Nyunt Khin 	M
ၫြန္႔ခင္	Nyunt Khin 	F
ၫြန္႔ၾကည္	Nyunt Kyi 	M
ၫြန္႔ၾကည္	Nyunt Kyi 	F
ၫြန္႔လြင္	Nyunt Lwin 	M
ၫြန္႔ေမာင္	Nyunt Maung 	M
ၫြန္႔ေမ	Nyunt May 	F
ၫြန္႔မင္း	Nyunt Min 	M
ၫြန္႔ၿမိဳင္	Nyunt Myaing 	M
ၫြန္႔ႏိုင္	Nyunt Naing 	M
ၫြန္႔ၫြန္႔	Nyunt Nyunt 	F
ၫြန္႔ၫြန္႔ေအး	Nyunt Nyunt Aye 	F
ၫြန္႔ၫြန္႔ေဌး	Nyunt Nyunt Htay 	F
ၫြန္႔ၫြန္႔ခိုင္	Nyunt Nyunt Khaing 	F
ၫြန္႔ၫြန္႔ခင္	Nyunt Nyunt Khin 	F
ၫြန္႔ၫြန္႔ၾကည္	Nyunt Nyunt Kyi 	F
ၫြန္႔ၫြန္႔လြင္	Nyunt Nyunt Lwin 	F
ၫြန္႔ၫြန္႔ေမ	Nyunt Nyunt May 	F
ၫြန္႔ၫြန္႔စိန္	Nyunt Nyunt Sein 	F
ၫြန္႔ၫြန္႔ေ႐ႊ	Nyunt Nyunt Shwe 	F
ၫြန္႔ၫြန္႔ေဆြ	Nyunt Nyunt Swe 	F
ၫြန္႔ၫြန္႔သန္း	Nyunt Nyunt Than 	F
ၫြန္႔ၫြန္႔တင္	Nyunt Nyunt Tin 	F
ၫြန္႔ၫြန္႔ေဝ	Nyunt Nyunt Wai 	F
ၫြန္႔ၫြန္႔ဝင္း	Nyunt Nyunt Win 	F
ၫြန္႔ၫြန္႔ရီ	Nyunt Nyunt Yi 	F
ၫြန္႔ဦး	Nyunt Oo 	M
ၫြန္႔ေဖ	Nyunt Pe 	M
ၫြန္႔စန္း	Nyunt San 	M
ၫြန္႔ေဆာင္	Nyunt Saung 	M
ၫြန္႔စိန္	Nyunt Sein 	M
ၫြန္႔စိန္	Nyunt Sein 	F
ၫြန္႔႐ွိန္	Nyunt Shein 	M
ၫြန္႔႐ွိန္	Nyunt Shein 	F
ၫြန္႔႐ွင္	Nyunt Shin 	M
ၫြန္႔ေ႐ႊ	Nyunt Shwe 	M
ၫြန္႔ေဆြ	Nyunt Swe 	M
ၫြန္႔ေဆြ	Nyunt Swe 	F
ၫြန္႔သန္း	Nyunt Than 	M
ၫြန္႔ေသာင္း	Nyunt Thaung 	M
ၫြန္႔သိန္း	Nyunt Thein 	M
ၫြန္႔သိန္း	Nyunt Thein 	F
ၫြန္႔တင္	Nyunt Tin 	M
ၫြန္႔တင္	Nyunt Tin 	F
ၫြန္႔ေဝ	Nyunt Wai 	M
ၫြန္႔ေဝ	Nyunt Wai 	F
ၫြန္႔ဝင္း	Nyunt Win 	M
ၫြန္႔ရီ	Nyunt Yi 	M
ၫြန္႔ရီ	Nyunt Yi 	F
ၫြန္႔ရင္	Nyunt Yin 	M
ၫြန္႔ရင္	Nyunt Yin 	F
အုန္း	Ohn 	M
အုန္း	Ohn 	F
အုန္းေက်ာ္	Ohn Gyaw 	M
အုန္းဟန္	Ohn Han 	M
အုန္းလွ	Ohn Hla 	F
အုန္းလႈိင္	Ohn Hlaing 	M
အုန္းခိုင္	Ohn Khaing 	M
အုန္းခင္	Ohn Khin 	M
အုန္းခင္	Ohn Khin 	F
အုန္းႀကိဳင္	Ohn Kyaing 	M
အုန္းေက်ာ္	Ohn Kyaw 	M
အုန္းၾကည္	Ohn Kyi 	M
အုန္းၾကည္	Ohn Kyi 	F
အုန္းၾကင္	Ohn Kyin 	F
အုန္းႂကြယ္	Ohn Kywe 	M
အုန္းလြင္	Ohn Lwin 	M
အုန္းေမာင္	Ohn Maung 	M
အုန္းေမ	Ohn May 	F
အုန္းျမ	Ohn Mya 	M
အုန္းျမ	Ohn Mya 	F
အုန္းၿမိဳင္	Ohn Myaing 	M
အုန္းၿမိဳင္	Ohn Myaing 	F
အုန္းျမင့္	Ohn Myint 	M
အုန္းျမင့္	Ohn Myint 	F
အုန္းေငြ	Ohn Ngwe 	M
အုန္းၫြန္႔	Ohn Nyunt 	M
အုန္းအုန္း	Ohn Ohn 	F
အုန္းအုန္းျမင့္	Ohn Ohn Myint 	F
အုန္းေဖ	Ohn Pe 	M
အုန္းစိုင္	Ohn Saing 	M
အုန္းစိန္	Ohn Sein 	M
အုန္းစိန္	Ohn Sein 	F
အုန္း႐ွိန္	Ohn Shein 	M
အုန္း႐ွင္	Ohn Shin 	F
အုန္းေ႐ႊ	Ohn Shwe 	M
အုန္းေ႐ႊ	Ohn Shwe 	F
အုန္းသန္း	Ohn Than 	M
အုန္းသန္း	Ohn Than 	F
အုန္းေသာင္း	Ohn Thaung 	M
အုန္းေသာ္	Ohn Thaw 	M
အုန္းသိန္း	Ohn Thein 	M
အုန္းသြင္	Ohn Thwin 	M
အုန္းတင္	Ohn Tin 	M
အုန္းတင္	Ohn Tin 	F
အုန္းထြန္း	Ohn Tun 	M
အုန္းဝင္း	Ohn Win 	M
အုန္းရီ	Ohn Yi 	M
အုန္းရီ	Ohn Yi 	F
အုန္းရင္	Ohn Yin 	F
ဥမၼာ	Ohnmar 	F
ဥမၼာေအာင္	Ohnmar Aung 	F
ဥမၼာေအး	Ohnmar Aye 	F
ဥမၼာလႈိင္	Ohnmar Hlaing 	F
ဥမၼာခိုင္	Ohnmar Khaing 	F
ဥမၼာခင္	Ohnmar Khin 	F
ဥမၼာေက်ာ္	Ohnmar Kyaw 	F
ဥမၼာၾကည္	Ohnmar Kyi 	F
ဥမၼာလြင္	Ohnmar Lwin 	F
ဥမၼာျမင့္	Ohnmar Myint 	F
ဥမၼာစန္း	Ohnmar San 	F
ဥမၼာစိုး	Ohnmar Soe 	F
ဥမၼာေဆြ	Ohnmar Swe 	F
ဥမၼာသန္း	Ohnmar Than 	F
ဥမၼာတင္	Ohnmar Tin 	F
ဥမၼာထြန္း	Ohnmar Tun 	F
ဥမၼာဝင္း	Ohnmar Win 	F
ဦး	Oo 	F
ဦးေမာင္	Oo Maung 	M
ဦးျမင့္	Oo Myint 	M
ပိုင္	Paing 	M
ပိုင္စိုးေက်ာ္	Paing Soe Kyaw 	M
ပါ	Par 	M
ပါႀကီး၊ ပါးႀကီး	Par Gyi 	M
ပါေလး၊ ပါးေလး	Par Lay 	M
ပါပါဝင္း	Par Par Win 	F
ေပါ	Paw 	M
ေပါလာ	Paw Lar 	M
ေပါလူ	Paw Lu 	M
ေပၚဦး	Paw Oo 	M
ေပါစန္း၊ ေပၚစန္း	Paw San 	M
ေပါစိန္၊ ေပၚစိန္	Paw Sein 	M
ေပါသိန္း၊ ေပၚသိန္း	Paw Thein 	M
ေပါတင္	Paw Tin 	M
ေပၚထြန္း	Paw Tun 	M
ေဖေအာင္	Pe Aung 	M
ေဖေအး	Pe Aye 	M
ေဖခင္	Pe Khin 	M
ေဖၾကည္	Pe Kyi 	M
ေဖျမင့္	Pe Myint 	M
ေဖၫြန္႔	Pe Nyunt 	M
ေဖစန္း	Pe San 	M
ေဖစိန္	Pe Sein 	M
ေဖသန္း	Pe Than 	M
ေဖသန္းဦး	Pe Than Oo 	M
ေဖေသာင္း	Pe Thaung 	M
ေဖသိန္း	Pe Thein 	M
ေဖတင္	Pe Tin 	M
ေဖဝင္း	Pe Win 	M
ဖိုးေအာင္	Pho Aung 	M
ဖိုးေအး	Pho Aye 	M
ဖိုးခ်ဳိ	Pho Cho 	M
ဖိုးလွ	Pho Hla 	M
ဖိုးေထာင္	Pho Htaung 	M
ဖိုးထူး	Pho Htoo 	M
ဖိုးေက်ာ္	Pho Kyaw 	M
ဖိုးနီ	Pho Ni 	M
ဖိုးစန္း	Pho San 	M
ဖိုးစိန္	Pho Sein 	M
ဖိုးသား	Pho Thar 	M
ဖိုးေသာင္း	Pho Thaung 	M
ဖိုးတုတ္	Pho Toke 	M
ဘုန္း	Phone 	M
ဘုန္းေအာင္	Phone Aung 	M
ဘုန္းေက်ာ္	Phone Kyaw 	M
ဘုန္းေမာင္	Phone Maung 	M
ဘုန္းေမာ္	Phone Maw 	M
ဘုန္းမို	Phone Mo 	M
ဘုန္းျမင့္	Phone Myint 	M
ဘုန္းႏိုင္	Phone Naing 	M
ဘုန္းေဆြ	Phone Swe 	M
ဘုန္းေဝ	Phone Wai 	M
ဘုန္းေဇာ္	Phone Zaw 	M
ၿဖိဳးေအာင္	Phyo Aung 	M
ၿဖိဳးေဝ	Phyo Wai 	M
ျဖဴ	Phyu 	M
ျဖဴ	Phyu 	F
ျဖဴျဖဴ	Phyu Phyu 	F
ျဖဴျဖဴေအာင္	Phyu Phyu Aung 	F
ျဖဴျဖဴေအး	Phyu Phyu Aye 	F
ျဖဴျဖဴလႈိင္	Phyu Phyu Hlaing 	F
ျဖဴျဖဴခိုင္	Phyu Phyu Khaing 	F
ျဖဴျဖဴခင္	Phyu Phyu Khin 	F
ျဖဴျဖဴေက်ာ္	Phyu Phyu Kyaw 	F
ျဖဴျဖဴလြင္	Phyu Phyu Lwin 	F
ျဖဴျဖဴမာ	Phyu Phyu Mar 	F
ျဖဴျဖဴျမင့္	Phyu Phyu Myint 	F
ျဖဴျဖဴစိန္	Phyu Phyu Sein 	F
ျဖဴျဖဴစိုး	Phyu Phyu Soe 	F
ျဖဴျဖဴသန္း	Phyu Phyu Than 	F
ျဖဴျဖဴသိန္း	Phyu Phyu Thein 	F
ျဖဴျဖဴသင္း	Phyu Phyu Thin 	F
ျဖဴျဖဴသြင္	Phyu Phyu Thwin 	F
ျဖဴျဖဴတင္	Phyu Phyu Tin 	F
ျဖဴျဖဴဝင္း	Phyu Phyu Win 	F
ျဖဴျဖဴဇင္	Phyu Phyu Zin 	F
ျဖဴဝင္း	Phyu Win 	M
ျဖဴဝင္းမာ	Phyu Win Mar 	F
ပို	Po 	M
ပို	Po 	F
ပိုနီ	Po Ni 	M
ပိုပို	Po Po 	F
ပြင့္	Pwint 	M
ပြင့္ေအာင္	Pwint Aung 	M
ပြင့္သန္း	Pwint Than 	F
စပယ္	Sabai 	F
စပယ္ေအာင္	Sabai Aung 	F
စိုင္းအိုက္	Sai Aik 	M
စိုင္းအိုက္ထြန္း	Sai Aik Tun 	M
စိုင္းေအာင္	Sai Aung 	M
စိုင္းေအာင္လွ	Sai Aung Hla 	M
စိုင္းေအာင္ျမင့္	Sai Aung Myint 	M
စိုင္းေအာင္ၫြန္႔	Sai Aung Nyunt 	M
စိုင္းေအာင္သိန္း	Sai Aung Thein 	M
စိုင္းေအာင္ထြန္း	Sai Aung Tun 	M
စိုင္းေအာင္ဝင္း	Sai Aung Win 	M
စိုင္းေအး	Sai Aye 	M
စိုင္းေအးေမာင္	Sai Aye Maung 	M
စိုင္းလွျမင့္	Sai Hla Myint 	M
စိုင္းလွေ႐ႊ	Sai Hla Shwe 	M
စိုင္းခင္ေအာင္	Sai Khin Aung 	M
စိုင္းေက်ာက္	Sai Kyauk 	M
စိုင္းေက်ာ္ေအး	Sai Kyaw Aye 	M
စိုင္းေက်ာ္လွ	Sai Kyaw Hla 	M
စိုင္းေက်ာ္ထင္	Sai Kyaw Htin 	M
စိုင္းေက်ာ္ျမင့္	Sai Kyaw Myint 	M
စိုင္းေက်ာ္ဝင္း	Sai Kyaw Win 	M
စိုင္းလာ	Sai Lar 	M
စိုင္းလံု	Sai Lon 	M
စိုင္းလံုး	Sai Lone 	M
စိုင္းေမာင္	Sai Maung 	M
စိုင္းေမာင္လွ	Sai Maung Hla 	M
စိုင္းေမာင္လႈိင္	Sai Maung Hlaing 	M
စိုင္းေမာင္ျမင့္	Sai Maung Myint 	M
စိုင္းေမာင္စိန္	Sai Maung Sein 	M
စိုင္းမြန္	Sai Mon 	M
စိုင္းျမင့္သိန္း	Sai Myint Thein 	M
စိုင္းနႏၵာ	Sai Nandar 	M
စိုင္းႏြန္	Sai Noon 	M
စိုင္းႏြယ္	Sai Nwe 	M
စိုင္းၫြန္႔	Sai Nyunt 	M
စိုင္းစိုင္း	Sai Sai 	M
စိုင္းဆမ္	Sai Sam 	M
စိုင္းစန္	Sai San 	M
စိုင္းစန္ေအး	Sai San Aye 	M
စိုင္းစန္ထြန္း	Sai San Tun 	M
စိုင္း႐ွမ္း	Sai Shan 	M
စိုင္းေ႐ႊ	Sai Shwe 	M
စိုင္းစိုးျမင့္	Sai Soe Myint 	M
စိုင္းသန္းဝင္း	Sai Than Win 	M
စိုင္သိန္းေအာင္	Sai Thein Aung 	M
စိုင္းတင္ျမင့္	Sai Tin Myint 	M
စိုင္းတစ္	Sai Tip 	M
စိုင္းတစ္	Sai Tit 	M
စိုင္းတစ္ေအာင္	Sai Tit Aung 	M
စိုင္းထြန္း	Sai Tun 	M
စိုင္းထြန္းေအာင္	Sai Tun Aung 	M
စိုင္းထြန္းေအး	Sai Tun Aye 	M
စိုင္းထြန္းလွ	Sai Tun Hla 	M
စိုင္းထြန္းေမာင္	Sai Tun Maung 	M
စိုင္းထြန္းစိန္	Sai Tun Sein 	M
စိုင္းထြန္းေ႐ႊ	Sai Tun Shwe 	M
စိုင္းထြန္းတင္	Sai Tun Tin 	M
စိုင္းထြန္းရီ	Sai Tun Yi 	M
စိုင္းထြန္းရင္	Sai Tun Yin 	M
စိုင္း၀င္းေအာင္	Sai Win Aung 	M
စိုင္း၀င္းျမင့္	Sai Win Myint 	M
စိုင္းရဲ	Sai Ye 	M
စိုင္းရီ	Sai Yi 	M
စိုင္းရီတစ္	Sai Yi Tip 	M
စန္း၊ ဆန္း၊ စမ္း	San 	M
စန္း၊ ဆန္း၊ စမ္း	San 	F
စန္းေအာင္၊ ဆန္းေအာင္	San Aung 	M
စန္းေအး၊ ဆန္းေအး၊ စမ္းေအး	San Aye 	M
စန္းေအး၊ ဆန္းေအး၊ စမ္းေအး	San Aye 	F
စန္းခ်ိန္၊ စန္းခ်ိန္း၊ ဆန္းခ်ိန္	San Chein 	M
ဆန္ဒါ၊ စႏၵာ	San Dar 	F
စန္းဟိန္း၊ ဆန္းဟိန္း	San Hein 	M
စန္းလွ၊ ဆန္းလွ	San Hla 	M
စန္းလွ၊ ဆန္းလွ	San Hla 	F
စန္းလွေအာင္	San Hla Aung 	M
စန္းလွေဘာ္	San Hla Baw 	M
စန္းလႈိင္၊ ဆန္းလႈိင္၊ စမ္းလႈိင္	San Hlaing 	M
စန္းေမႊး၊ စမ္းေမႊး၊ ဆန္းေမႊး	San Hmwe 	F
စန္းေဌး	San Htay 	M
စန္းေဌး	San Htay 	F
စန္းထူး	San Htoo 	M
စန္းေထြး	San Htwe 	M
စန္းခင္	San Khin 	M
စန္းခင္	San Khin 	F
စန္းကို	San Ko 	M
စန္းေက်ာ္	San Kyaw 	M
စန္းၾကည္	San Kyi 	M
စန္းၾကည္	San Kyi 	F
စန္းၾကင္	San Kyin 	F
စန္းၾကဴ	San Kyu 	F
စန္းႂကြယ္	San Kywe 	M
စန္းလင္း၊ ဆန္းလင္း	San Lin 	M
စန္းလူ၊ ဆန္းလူ	San Lu 	M
စန္းလြင္၊ ဆန္းလြင္	San Lwin 	M
စန္းလြင္၊ ဆန္းလြင္	San Lwin 	F
စန္းလြင္ဦး	San Lwin Oo 	M
စန္းေမာင္	San Maung 	M
စန္းေမာင္ျမင့္	San Maung Myint 	M
စန္းေမ၊ စမ္းေမ	San May 	F
စန္းမင္း၊ ဆန္းမင္း	San Min 	M
စန္းမင္းေအာင္၊ ဆန္းမင္းေအာင္	San Min Aung 	M
စန္းျမ	San Mya 	M
စန္းျမ၊ စမ္းျမ	San Mya 	F
စန္းၿမိဳင္၊ စမ္းၿမိဳင္	San Myaing 	M
စန္းၿမိဳင္၊ စမ္းၿမိဳင္	San Myaing 	F
စန္းျမင့္၊ ဆန္းျမင့္	San Myint 	M
စန္းျမင့္၊ စမ္းျမင့္	San Myint 	F
စန္းျမင့္ေအာင္	San Myint Aung 	M
စန္းျမင့္ၾကည္	San Myint Kyi 	F
စန္းျမင့္ဦး	San Myint Oo 	M
စန္းျမင့္ဦး	San Myint Oo 	F
စန္းႏိုင္	San Naing 	M
စန္းေငြ	San Ngwe 	M
စန္းနီ	San Ni 	M
စန္းႏု	San Nu 	F
စန္းႏြယ္	San Nwe 	F
စန္းႏြဲ႕	San Nwet 	F
စန္းၿငိမ္း	San Nyein 	M
စန္းၫြန္႔၊ ဆန္းၫြန္႔	San Nyunt 	M
စန္းၫြန္႔၊ ဆန္းၫြန္႔	San Nyunt 	F
စန္းအုန္း	San Ohn 	M
စန္းဦး၊ ဆန္းဦး၊ စမ္းဦး	San Oo 	M
စန္းဦး၊ ဆန္းဦး၊ စမ္းဦး	San Oo 	F
စန္းေပၚ	San Paw 	M
စန္းေဖ	San Pe 	M
စန္းစန္း၊ စမ္းစမ္း	San San 	F
စန္းစန္းေအာင္၊ စမ္းစမ္းေအာင္	San San Aung 	F
စန္းစန္းေအး၊ စမ္းစမ္းေအး	San San Aye 	F
စန္းစန္းခ်ဳိ	San San Cho 	F
စန္းစန္းလွ	San San Hla 	F
စန္းစန္းလႈိင္	San San Hlaing 	F
စန္းစန္းေဌး	San San Htay 	F
စန္းစန္းေထြး	San San Htwe 	F
စန္းစန္းခိုင္	San San Khaing 	F
စန္းစန္းေက်ာ္	San San Kyaw 	F
စန္းစန္းၾကည္	San San Kyi 	F
စန္းစန္းၾကဴ	San San Kyu 	F
စန္းစန္းလြင္	San San Lwin 	F
စန္းစန္းေမာ္	San San Maw 	F
စန္းစန္းေမ၊ စမ္းစမ္းေမ	San San May 	F
စန္းစန္းမင္း	San San Min 	F
စန္းစန္းမိုး	San San Moe 	F
စန္းစန္းမူ	San San Mu 	F
စန္းစန္းျမ	San San Mya 	F
စန္းစန္းၿမိဳင္၊ စမ္းစမ္းၿမိဳင္	San San Myaing 	F
စန္းစန္းျမင့္	San San Myint 	F
စန္းစန္းႏိုင္	San San Naing 	F
စန္းစန္းေငြ	San San Ngwe 	F
စန္းစန္းႏု	San San Nu 	F
စန္းစန္းႏြယ္	San San Nwe 	F
စန္းစန္းၫြန္႔	San San Nyunt 	F
စန္းစန္းဦး	San San Oo 	F
စန္းစန္းေ႐ႊ	San San Shwe 	F
စန္းစန္းေဆြ	San San Swe 	F
စန္းစန္းသိန္း	San San Thein 	F
စန္းစန္းတင္	San San Tin 	F
စန္းစန္းတင့္၊ စမ္းစမ္းတင့္	San San Tint 	F
စန္းစန္းထြန္း	San San Tun 	F
စန္းစန္းေဝ	San San Wai 	F
စန္းစန္းဝင္း	San San Win 	F
စန္းစန္းရီ	San San Yi 	F
စန္းစန္းရင္	San San Yin 	F
စန္းစန္းယု	San San Yu 	F
စန္းစိန္	San Sein 	M
စန္း႐ွိန္	San Shein 	M
စန္းေ႐ႊ	San Shwe 	M
စန္းေ႐ႊ	San Shwe 	F
စန္းေ႐ႊေမာင္	San Shwe Maung 	M
စန္းသာ၊ စံသာ	San Thar 	M
စန္းသာေက်ာ္၊ စံသာေက်ာ္	San Thar Kyaw 	M
စန္းေသာင္း၊ စံေသာင္း	San Thaung 	M
စန္းသိန္း၊ စံသိန္း	San Thein 	M
စန္းသီ	San Thi 	F
စမ္းသီတာ	San Thida 	F
စန္းသူ	San Thu 	M
စန္းသြင္	San Thwin 	M
စန္းတင္၊ ဆန္းတင္	San Tin 	M
စန္းတင္၊ ဆန္းတင္	San Tin 	F
စန္းတင့္၊ ဆန္းတင့္	San Tint 	M
စန္းတင့္၊ ဆန္းတင့္	San Tint 	F
ဆန္းတိုး	San Toe 	M
စန္းထြန္း၊ ဆန္းထြန္း	San Tun 	M
စန္းထြန္းေအာင္၊ ဆန္းထြန္းေအာင္	San Tun Aung 	M
စန္းထြန္းလွ၊ ဆန္းထြန္းလွ	San Tun Hla 	M
စန္းထြန္းဦး၊ ဆန္းထြန္းဦး	San Tun Oo 	M
စန္းေဝ၊ ဆန္းေဝ	San Wai 	M
စန္းေဝ၊ ဆန္းေဝ	San Wai 	F
စန္းဝမ္	San Wan 	M
စန္းဝင္း၊ ဆန္းဝင္း၊ စမ္းဝင္း	San Win 	M
စန္းဝင္း၊ ဆန္းဝင္း၊ စမ္းဝင္း	San Win 	F
စန္းဝင္း၊ ဆန္းဝင္း၊ စမ္းဝင္း	San Win Aung 	M
စန္းဝင္းေအာင္၊ ဆန္းဝင္းေအာင္	San Win Maung 	M
စန္းဝင္းထြန္း၊ ဆန္းဝင္းထြန္း	San Win Tun 	M
စန္းရ၊ စံရ	San Ya 	M
စန္းရဲ	San Ye 	F
စန္းရီ	San Yi 	M
စန္းရီ	San Yi 	F
စန္းရင္	San Yin 	M
စန္းရင္၊ စန္းယဥ္၊ ဆန္းယဥ္၊ စမ္းယဥ္	San Yin 	F
